Line No,File Path,Error No,Error Message,Misra Level,MISRA Rule No
1154,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1155,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1156,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1157,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1158,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1159,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1160,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1161,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1162,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1163,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1164,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1165,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1166,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1167,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1168,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1169,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1170,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1171,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1172,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1173,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1174,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1175,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1176,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1177,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1178,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1179,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1180,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1181,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1182,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1183,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1184,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1185,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1186,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1187,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1188,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1189,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1190,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1191,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1192,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1193,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1194,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1195,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1196,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1197,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1198,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1199,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1200,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1201,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1202,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1203,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
1204,/synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h,762,"""Redundantly declared symbol 'debug_isr(void)' of type 'void (void)' previously declared at line 242, file /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/erika/ee_declcfg.h, module /synergy_wa/CM_11_VE/10xx~cm37bo~2-cm11ve~Rel7_1/10xx/sdc/sdc_kernel/hal/hal_library/safetylib/safetylib_if/safetylib_if.c""",MM-PWT 3,MISRA R 8.5
